aprovacao_id,ano_vestibular,aluno_id,universidade,curso_aprovado,modalidade_vaga,chamada,bolsa_aprovacao,data_resultado,nota_final_vestibular,campus
V000112,2023,A00064,UNIFOR,Jornalismo,PCD,SISU,,2023-12-18,623.6,Sobral
V000113,2023,A00069,UERN,Direito,PPI,2ª chamada,,2023-03-17,788.5,Sobral
V000114,2023,A00077,uece,Engenharia Civil,Cota escola pública,SISU,Não,2023-12-18,610.1,Crateús
V000115,2023,A00080,UERN,Engenharia Civil,,Vestibular próprio,Não,2023-02-19,923.1,Crateús
V000116,2023,A00101,UVA,Ciência da Computação,Cota escola pública,SISU,,2023-02-14,777.9,
V000117,2023,A00102,UFRN,Jornalismo,,SISU,sim,2023-03-09,643.0,Sobral
V000118,2023,A00120,Ufc,Engenharia Civil,PPI,Lista de espera,sim,2023-03-18,591.2,Fortaleza
V000119,2023,A00129,UNILAB,Engenharia Civil,ampla concorrencia,2ª chamada,sim,2023-03-26,757.9,Crateús
V000120,2023,A00144,UFRN,Design,,Lista de espera,,2023-01-11,675.4,Crateús
V000121,2023,A00156,UVA,Engenharia de Software,Cota escola pública,2ª chamada,Parcial,2023-12-08,627.7,Fortaleza
V000122,2023,A00158,Ufc,Engenharia de Software,Ampla concorrência,2ª chamada,Sim,2023-01-08,582.4,Juazeiro
V000123,2023,A00171,UVA,Arquitetura,,SISU,Parcial,2023-01-03,594.5,Fortaleza
V000124,2023,A00175,UNILAB,Ciência da Computação,ampla concorrencia,2ª chamada,Não,2023/12/23,912.0,Fortaleza
V000125,2023,A00177,uece,Engenharia Civil,PCD,Lista de espera,Não,2023-03-03,714.7,Quixadá
V000126,2023,A00182,UERN,Arquitetura,PCD,2ª chamada,Não,2023-01-14,721.7,Sobral
V000127,2023,A00197,IFCE,Odontologia,,2ª chamada,Parcial,2023-03-12,600.7,Crateús
V000128,2023,A00201,UECE,Arquitetura,Cota escola pública,Lista de espera,Sim,02-01-2023,493.4,
V000129,2023,A00209,UVA,Engenharia de Software,,SISU,Parcial,2023-03-14,772.5,Juazeiro
V000130,2023,A00214,UVA,Psicologia,Ampla concorrência,1ª chamada,sim,2023-02-01,647.4,
V000131,2023,A00224,UECE,Medicina,PPI,SISU,,2023-02-24,667.4,Quixadá
V000132,2023,A00232,UFPE,Medicina,ampla concorrencia,Lista de espera,sim,2023-12-28,703.7,Quixadá
V000133,2023,A00239,UFCA,Odontologia,Cota escola pública,SISU,Parcial,2023-12-11,739.2,Sobral
V000134,2023,A00250,UFC,Engenharia de Software,Cota escola pública,1ª chamada,Não,2023-12-24,648.9,Juazeiro
V000135,2023,A00251,UFCA,Fisioterapia,Ampla concorrência,1ª chamada,Não,2023-02-14,727.0,Quixadá
V000136,2023,A00273,UVA,Economia,ampla concorrencia,Vestibular próprio,Sim,2023-01-16,647.8,Sobral
V000137,2023,A00276,UERN,Odontologia,ampla concorrencia,Vestibular próprio,,2023-02-27,738.4,Sobral
V000138,2023,A00279,UFC,Fisioterapia,,1ª chamada,sim,2023-02-04,648.3,Juazeiro
V000139,2023,A00298,UFC,Medicina,ampla concorrencia,SISU,Parcial,2023-03-21,731.7,Juazeiro
V000140,2023,A00303,UERN,Administração,PCD,1ª chamada,sim,2023-02-28,636.6,Fortaleza
V000141,2023,A00304,UFPE,Odontologia,ampla concorrencia,Lista de espera,,2023-03-16,614.9,Juazeiro
V000142,2023,A00310,UNILAB,Fisioterapia,Cota escola pública,1ª chamada,Parcial,2023-03-18,593.7,Crateús
V000143,2023,A00316,IFCE,Direito,PPI,1ª chamada,Sim,2023-01-09,605.7,
V000144,2023,A00364,UERN,Enfermagem,Cota escola pública,Lista de espera,sim,2023-02-08,831.3,Sobral
V000145,2023,A00370,UFRN,Design,,SISU,Não,2023-03-11,698.6,Quixadá
V000146,2023,A00375,UNIFOR,Arquitetura,PCD,Vestibular próprio,sim,2023-01-17,595.1,
V000147,2023,A00377,UVA,Administração,PCD,2ª chamada,Não,2023-12-09,646.1,Sobral
V000148,2023,A00383,UECE,Psicologia,ampla concorrencia,Vestibular próprio,Sim,2023-02-05,546.5,Sobral
V000149,2023,A00388,UECE,Economia,PCD,Lista de espera,sim,2023-03-22,772.7,Fortaleza
V000150,2023,A00398,UFCA,Jornalismo,ampla concorrencia,Vestibular próprio,Não,2023-12-26,705.6,Quixadá
V000151,2023,A00404,UFC,Fisioterapia,PPI,SISU,Não,2023-12-13,712.9,Crateús
V000152,2023,A00414,IFCE,Arquitetura,PCD,Vestibular próprio,Parcial,2023-03-12,693.6,Crateús
V000153,2023,A00422,UNIFOR,Enfermagem,PPI,1ª chamada,Sim,2023-02-23,647.9,
V000154,2023,A00431,IFCE,Engenharia de Software,Cota escola pública,Vestibular próprio,,2023-12-07,756.6,Crateús
V000155,2023,A00433,uece,Design,PCD,Vestibular próprio,,2023-03-19,751.8,Quixadá
V000156,2023,A00470,UNILAB,Medicina,Ampla concorrência,Vestibular próprio,,2023-12-15,867.2,Sobral
V000157,2023,A00477,UNIFOR,Medicina,ampla concorrencia,SISU,,2023-03-02,687.9,Sobral
V000158,2023,A00480,UNILAB,Medicina,PPI,Lista de espera,Não,2023-03-25,808.9,Quixadá
V000159,2023,A00492,UNIFOR,Jornalismo,PCD,1ª chamada,,2023-12-24,776.8,Juazeiro
V000160,2023,A00500,UNILAB,Medicina,PPI,Lista de espera,Não,2023-03-22,710.3,Sobral
V000161,2023,A00525,Ufc,Engenharia de Software,PCD,Lista de espera,Não,2023-01-16,809.4,Crateús
V000162,2023,A00531,UFPE,Direito,PPI,2ª chamada,Sim,2023-12-25,748.6,Fortaleza
V000163,2023,A00558,UFC,Engenharia de Software,,1ª chamada,sim,2023-12-15,676.7,
V000164,2023,A00567,UNILAB,Engenharia de Software,Cota escola pública,Vestibular próprio,Sim,2023-01-08,656.1,Fortaleza
V000165,2023,A00575,UERN,Design,,SISU,Sim,2023-02-09,878.5,Fortaleza
V000166,2023,A00593,UECE,Economia,Cota escola pública,2ª chamada,sim,2023-03-09,685.4,Crateús
V000167,2023,A00608,UECE,Engenharia de Software,PCD,SISU,sim,2023-03-09,680.5,Fortaleza
V000168,2023,A00623,UFPE,Psicologia,ampla concorrencia,SISU,Sim,2023-03-16,625.3,Fortaleza
V000169,2023,A00630,uece,Psicologia,Cota escola pública,Lista de espera,sim,2023-03-01,792.0,
V000170,2023,A00643,UFC,Odontologia,ampla concorrencia,SISU,Sim,2023-01-04,701.7,
V000171,2023,A00654,IFCE,Direito,ampla concorrencia,Lista de espera,Sim,2023-01-12,604.2,Sobral
V000172,2023,A00666,UFRN,Enfermagem,Ampla concorrência,2ª chamada,Não,2023-03-06,615.4,Sobral
V000173,2023,A00670,UFCA,Ciência da Computação,Ampla concorrência,SISU,Parcial,2023-03-14,760.1,Fortaleza
V000174,2023,A00675,UFC,Economia,PPI,SISU,,2023-01-06,635.8,Quixadá
V000175,2023,A00690,IFCE,Arquitetura,ampla concorrencia,Vestibular próprio,Não,2023-01-27,590.5,Juazeiro
V000176,2023,A00705,uece,Administração,Ampla concorrência,2ª chamada,Sim,2023-03-05,698.1,Crateús
V000177,2023,A00739,UNILAB,Engenharia Civil,,Vestibular próprio,sim,2023-12-20,599.3,Crateús
V000178,2023,A00748,UNIFOR,Engenharia Civil,PCD,1ª chamada,,2023-01-18,634.1,
V000179,2023,A00753,UECE,Administração,,Lista de espera,Sim,2023-01-14,797.3,Juazeiro
V000180,2023,A00772,UFCA,Psicologia,PPI,Vestibular próprio,Não,2023-12-27,707.0,
V000181,2024,A00001,UFPE,Ciência da Computação,ampla concorrencia,1ª chamada,sim,2024-03-26,695.8,Juazeiro
V000182,2024,A00006,UERN,Jornalismo,,Lista de espera,sim,2024-12-23,755.4,Crateús
V000183,2024,A00023,UNIFOR,Enfermagem,PCD,1ª chamada,,2024-12-18,743.5,Crateús
V000184,2024,A00027,UECE,Ciência da Computação,PCD,Lista de espera,,2024-03-16,748.2,Crateús
V000185,2024,A00029,UECE,Medicina,PPI,SISU,Parcial,2024-03-22,596.2,Fortaleza
V000186,2024,A00031,UFPE,Design,,Lista de espera,Sim,2024-01-04,786.3,Crateús
V000187,2024,A00045,UFRN,Economia,Cota escola pública,1ª chamada,,2024-01-01,585.4,Quixadá
V000188,2024,A00051,UFRN,Odontologia,Ampla concorrência,2ª chamada,Não,2024-12-05,694.8,Juazeiro
V000189,2024,A00063,UNILAB,Fisioterapia,PCD,Lista de espera,sim,2024-03-09,843.7,Fortaleza
V000190,2024,A00069,UFRN,Administração,Ampla concorrência,1ª chamada,Parcial,2024-02-08,841.2,
V000191,2024,A00079,UECE,Odontologia,,Lista de espera,sim,2024-01-22,674.5,Crateús
V000192,2024,A00090,UFRN,Ciência da Computação,ampla concorrencia,Vestibular próprio,Parcial,2024-03-09,748.1,Fortaleza
V000193,2024,A00124,UECE,Arquitetura,ampla concorrencia,Vestibular próprio,Sim,01-16-2024,705.1,Crateús
V000194,2024,A00133,UFRN,Ciência da Computação,,Vestibular próprio,Não,2024-03-20,579.6,Fortaleza
V000195,2024,A00152,UERN,Enfermagem,PCD,2ª chamada,sim,2024-03-01,649.7,Fortaleza
V000196,2024,A00157,Ufc,Psicologia,PCD,Lista de espera,,10/02/2024,809.1,
V000197,2024,A00185,Ufc,Engenharia de Software,Cota escola pública,SISU,Sim,01-12-2024,696.0,Fortaleza
V000198,2024,A00193,UERN,Design,Cota escola pública,1ª chamada,sim,2024-01-09,641.8,Quixadá
V000199,2024,A00206,UFRN,Economia,,Vestibular próprio,Sim,2024-03-02,788.8,Fortaleza
V000200,2024,A00230,UFCA,Economia,PCD,2ª chamada,Sim,2024-12-23,584.4,
V000201,2024,A00247,UFPE,Engenharia Civil,PPI,Lista de espera,Parcial,2024-01-17,662.9,Crateús
V000202,2024,A00250,UFRN,Economia,PCD,Lista de espera,Sim,2024-12-08,707.9,Fortaleza
V000203,2024,A00260,Ufc,Engenharia Civil,PPI,1ª chamada,,2024-03-28,749.2,Juazeiro
V000204,2024,A00265,UERN,Direito,Ampla concorrência,Lista de espera,Sim,2024-12-16,708.9,Sobral
V000205,2024,A00270,IFCE,Engenharia Civil,Cota escola pública,Vestibular próprio,Não,2024-01-14,702.6,Sobral
V000206,2024,A00277,IFCE,Medicina,Ampla concorrência,1ª chamada,Parcial,2024-01-11,746.0,Crateús
V000207,2024,A00283,UNIFOR,Jornalismo,Ampla concorrência,Lista de espera,sim,2024-03-05,818.0,Crateús
V000208,2024,A00349,UFPE,Odontologia,PCD,Lista de espera,Sim,2024-12-06,665.3,Juazeiro
V000209,2024,A00352,UFCA,Medicina,ampla concorrencia,SISU,,2024-02-14,793.9,Quixadá
V000210,2024,A00357,UERN,Economia,PCD,2ª chamada,Sim,2024-03-21,734.2,Sobral
V000211,2024,A00369,UVA,Jornalismo,Cota escola pública,2ª chamada,Não,2024-12-23,577.0,Juazeiro
V000212,2024,A00386,UNIFOR,Jornalismo,Cota escola pública,SISU,Parcial,2024-02-27,720.1,Sobral
V000213,2024,A00390,IFCE,Economia,PPI,Lista de espera,Parcial,2024-12-26,734.2,
V000214,2024,A00391,UERN,Engenharia de Software,Cota escola pública,SISU,Parcial,2024-01-02,726.1,Sobral
V000215,2024,A00397,UNILAB,Administração,Ampla concorrência,SISU,Sim,2024-03-26,866.4,Quixadá
V000216,2024,A00408,UERN,Direito,,Vestibular próprio,Parcial,2024-01-12,707.9,Sobral
V000217,2024,A00421,UNIFOR,Design,Cota escola pública,1ª chamada,Sim,2024-12-09,703.9,Juazeiro
V000218,2024,A00431,UNIFOR,Engenharia Civil,PCD,Vestibular próprio,Parcial,2024-02-13,725.5,Fortaleza
V000219,2024,A00439,uece,Psicologia,Cota escola pública,Lista de espera,Parcial,2024-02-15,730.1,Sobral
V000220,2024,A00444,UERN,Odontologia,Ampla concorrência,Vestibular próprio,,2024-02-17,695.9,
V000221,2024,A00449,UFCA,Enfermagem,Cota escola pública,1ª chamada,Não,2024-12-16,836.3,Fortaleza
V000222,2024,A00451,IFCE,Engenharia Civil,PCD,1ª chamada,Parcial,2024-03-16,514.0,Sobral
V000223,2024,A00456,UFRN,Design,PCD,1ª chamada,Não,2024-12-14,658.7,Crateús
V000224,2024,A00459,UECE,Administração,PPI,1ª chamada,sim,2024-01-09,889.5,Juazeiro
V000225,2024,A00465,UNIFOR,Enfermagem,Cota escola pública,Lista de espera,,2024-12-10,585.8,Quixadá
V000226,2024,A00491,UERN,Arquitetura,Cota escola pública,Lista de espera,Não,2024-03-10,750.8,Sobral
V000227,2024,A00492,IFCE,Ciência da Computação,PPI,Vestibular próprio,Sim,2024-03-06,835.9,Sobral
V000228,2024,A00497,UFCA,Direito,PPI,SISU,Sim,2024-02-02,749.7,
V000229,2024,A00506,UVA,Fisioterapia,Ampla concorrência,2ª chamada,Não,2024-01-23,926.1,Sobral
V000230,2024,A00509,UFC,Ciência da Computação,PCD,SISU,sim,2024-01-28,773.7,
V000231,2024,A00518,UFRN,Administração,Ampla concorrência,Lista de espera,Não,01/03/2024,805.9,Juazeiro
V000232,2024,A00539,UECE,Ciência da Computação,PCD,Lista de espera,,2024-03-27,767.6,
V000233,2024,A00553,uece,Fisioterapia,Ampla concorrência,1ª chamada,Parcial,2024/12/15,615.6,Quixadá
V000234,2024,A00577,UECE,Psicologia,PCD,Vestibular próprio,Sim,2024-03-03,705.5,Crateús
V000235,2024,A00588,IFCE,Ciência da Computação,PPI,Lista de espera,,2024-12-18,584.2,Quixadá
V000236,2024,A00592,UFC,Arquitetura,,Lista de espera,Não,2024-01-11,760.7,Crateús
V000237,2024,A00596,UFPE,Medicina,,1ª chamada,,2024-03-04,751.1,Quixadá
V000238,2024,A00598,UECE,Psicologia,Cota escola pública,1ª chamada,Não,2024-02-16,759.3,
V000239,2024,A00609,UFCA,Enfermagem,PPI,1ª chamada,Parcial,2024-01-25,847.6,
V000240,2024,A00611,UNIFOR,Psicologia,,Vestibular próprio,Sim,2024-03-02,719.6,Sobral
V000241,2024,A00614,UNIFOR,Enfermagem,ampla concorrencia,1ª chamada,Parcial,2024-02-21,716.3,Juazeiro
V000242,2024,A00615,UFCA,Medicina,Ampla concorrência,1ª chamada,sim,01-04-2024,752.4,Juazeiro
V000243,2024,A00624,uece,Arquitetura,Ampla concorrência,1ª chamada,Parcial,2024-02-23,775.5,Juazeiro
V000244,2024,A00628,UFRN,Engenharia de Software,Cota escola pública,2ª chamada,sim,2024-03-25,868.0,Juazeiro
V000245,2024,A00633,IFCE,Administração,PPI,Vestibular próprio,Sim,2024-02-19,743.9,Fortaleza
V000246,2024,A00638,UECE,Odontologia,PPI,Lista de espera,Não,2024-12-08,744.1,Sobral
V000247,2024,A00646,UERN,Engenharia de Software,Cota escola pública,SISU,Sim,2024-01-06,661.6,Crateús
V000248,2024,A00666,UFRN,Odontologia,ampla concorrencia,1ª chamada,Não,12-03-2024,777.0,Sobral
V000249,2024,A00667,Ufc,Economia,ampla concorrencia,SISU,Sim,2024-02-19,673.3,Quixadá
V000250,2024,A00706,UNILAB,Enfermagem,ampla concorrencia,2ª chamada,,2024-03-07,862.8,Sobral
V000251,2024,A00716,UVA,Engenharia Civil,Ampla concorrência,Vestibular próprio,Sim,01-23-2024,705.5,Crateús
V000252,2024,A00723,UVA,Psicologia,,SISU,Não,2024-01-02,779.1,Sobral
V000253,2024,A00724,Ufc,Direito,,Lista de espera,Não,2024-01-17,802.6,Sobral
V000254,2024,A00725,UERN,Enfermagem,Ampla concorrência,Lista de espera,Parcial,2024-01-25,642.1,
V000255,2024,A00745,UNIFOR,Psicologia,PCD,Lista de espera,,2024-03-13,930.1,Sobral
V000256,2024,A00759,UERN,Administração,PCD,SISU,Não,2024-03-26,790.3,Sobral
