aluno_id,cidade,escola_origem,canal_captacao,n_matriculas,taxa_presenca,nota_pct_media,nota_diagnostico_media,aprovado
A00052,Maracanaú,Privada,Instagram,7,78.94736842105263,62.15666666666667,58.271428571428565,0
A00053,Itapipoca,Federal,Feira escolar,8,75.0,66.88666666666667,58.85,0
A00054,Crato,Privada,Google,10,83.75,63.92,62.92,1
A00055,Fortaleza,Privada,WhatsApp,9,77.5,68.2975,62.43333333333333,0
A00056,Fortaleza,Não informado,Não informado,10,86.3013698630137,63.22695652173913,62.73,0
A00057,Crato,Não informado,Google,10,91.17647058823529,61.69655172413793,57.4,0
A00058,Maracanaú,Pública,Google,11,87.77777777777777,59.86346153846154,55.01818181818182,0
A00059,Caucaia,Privada,Feira escolar,10,88.76404494382022,55.87052631578947,61.92,1
A00060,Itapipoca,Não informado,Não informado,21,81.65680473372781,64.78657894736841,54.7952380952381,1
A00061,Juazeiro do Norte,Pública,Feira escolar,8,83.09859154929578,60.33571428571429,58.45,0
A00062,Fortaleza,Não informado,Feira escolar,20,82.92682926829268,60.77103448275862,57.17,1
A00063,Horizonte,Privada,Google,18,84.67153284671532,61.78033333333334,56.87222222222223,1
A00064,Sobral,Pública,Instagram,17,81.75182481751825,63.24704545454545,60.847058823529416,1
A00065,Maracanaú,Privada,Não informado,9,85.71428571428571,66.8375,56.12222222222223,0
A00066,Maracanaú,Pública,Indicação,11,79.16666666666666,70.175,51.74545454545454,0
A00067,Eusébio,Pública,WhatsApp,9,85.29411764705883,57.241379310344826,59.65555555555555,0
A00068,Eusébio,Pública,Feira escolar,21,84.35754189944134,61.205625,54.81428571428571,1
A00069,Itapipoca,Não informado,WhatsApp,19,85.35031847133759,60.416428571428575,61.321052631578944,1
A00070,Fortaleza,Privada,WhatsApp,11,87.2340425531915,58.71181818181819,54.66363636363637,0
A00071,Aquiraz,Federal,WhatsApp,8,85.48387096774194,61.09090909090909,65.1875,0
A00072,Fortaleza,Pública,Instagram,7,79.54545454545455,60.173846153846156,63.18571428571429,0
A00073,Maracanaú,Privada,Google,11,86.74698795180723,61.67857142857143,54.26363636363636,0
A00074,Fortaleza,Pública,WhatsApp,10,86.20689655172413,59.34791666666666,67.22999999999999,0
A00075,Juazeiro do Norte,Privada,Instagram,9,92.06349206349206,60.503888888888895,63.455555555555556,0
A00076,Aquiraz,Privada,Instagram,18,90.0,61.15755555555556,63.77777777777778,1
A00077,Horizonte,Privada,Instagram,21,83.60655737704919,55.689,60.5047619047619,1
A00078,Fortaleza,Não informado,Feira escolar,19,77.33333333333333,62.43634615384615,63.4421052631579,0
A00079,Maracanaú,Pública,WhatsApp,17,87.24832214765101,59.470740740740744,60.829411764705874,1
A00080,Itapipoca,Pública,Instagram,8,89.28571428571429,69.32428571428571,61.75,1
A00081,Fortaleza,Não informado,Google,10,83.13253012048193,65.11666666666666,57.260000000000005,1
A00082,Crato,Pública,Não informado,9,77.63157894736842,60.749,60.55555555555556,1
A00083,Crato,Não informado,Indicação,11,89.79591836734694,61.855,64.78181818181818,1
A00084,Fortaleza,Não informado,Instagram,8,93.54838709677419,60.603846153846156,47.1375,0
A00085,Pacatuba,Privada,Instagram,11,86.41975308641975,63.54642857142857,57.98181818181818,1
A00086,Aquiraz,Privada,Indicação,9,84.21052631578947,60.50666666666667,56.06666666666667,1
A00087,Aquiraz,Pública,Instagram,18,80.95238095238095,64.23026315789474,62.87777777777777,1
A00088,Aquiraz,Privada,Não informado,19,80.8641975308642,69.81358974358974,58.90526315789474,0
A00089,Aquiraz,Não informado,Instagram,11,89.58333333333334,63.21142857142858,56.21818181818182,0
A00090,Sobral,Privada,WhatsApp,9,73.68421052631578,66.76642857142858,65.88888888888889,1
A00091,Aquiraz,Pública,Instagram,19,88.66666666666667,58.3896,58.27894736842105,0
A00092,Caucaia,Privada,Google,8,86.56716417910447,65.13347826086957,53.45,0
A00093,Pacatuba,Pública,Não informado,9,81.69014084507043,64.74866666666667,50.13333333333333,0
A00094,Crato,Não informado,Não informado,9,77.38095238095238,64.77653846153846,59.388888888888886,0
A00095,Fortaleza,Pública,Feira escolar,19,87.07482993197279,60.375,61.22631578947368,0
A00096,Crato,Privada,WhatsApp,8,75.36231884057972,66.343125,63.087500000000006,1
A00097,Horizonte,Não informado,WhatsApp,11,77.92207792207793,65.90466666666666,60.16363636363636,0
A00098,Fortaleza,Privada,Instagram,6,81.81818181818183,59.332608695652176,61.583333333333336,0
A00099,Pacatuba,Privada,WhatsApp,9,81.48148148148148,59.71304347826087,53.34444444444445,1
A00100,Aquiraz,Privada,Não informado,7,74.54545454545455,67.85058823529413,56.371428571428574,0
A00101,Maracanaú,Federal,Não informado,10,84.4155844155844,68.676,58.21,1
A00102,Horizonte,Federal,Instagram,29,85.59322033898306,61.50197183098592,59.893103448275866,1
A00103,Pacatuba,Privada,Indicação,8,92.1875,65.88666666666667,58.5375,0
A00104,Eusébio,Privada,WhatsApp,28,86.22222222222223,64.28770491803279,58.517857142857146,0
A00105,Aquiraz,Não informado,Indicação,9,89.33333333333333,59.939375,63.8111111111111,0
A00106,Horizonte,Privada,Google,9,88.0,62.51523809523809,60.333333333333336,0
A00107,Juazeiro do Norte,Federal,Não informado,17,83.96946564885496,63.94548387096774,56.57647058823529,1
A00108,Itapipoca,Não informado,Instagram,9,84.48275862068965,61.76962962962963,58.82222222222222,1
A00109,Itapipoca,Privada,Google,17,85.71428571428571,63.78148148148148,57.07647058823529,1
A00110,Juazeiro do Norte,Federal,Instagram,6,83.92857142857143,54.02,69.76666666666667,1
A00111,Crato,Privada,Não informado,18,84.9673202614379,64.72435897435898,54.45555555555555,1
A00112,Fortaleza,Pública,Não informado,11,84.5360824742268,61.4196,58.51818181818182,0
A00113,Aquiraz,Privada,Indicação,15,80.9090909090909,63.1153125,59.03333333333333,0
A00114,Caucaia,Federal,Google,15,87.4015748031496,57.88375,58.513333333333335,0
A00115,Maracanaú,Não informado,Instagram,17,84.93150684931507,60.412830188679244,51.82941176470588,0
A00116,Caucaia,Pública,Google,7,76.78571428571429,64.53055555555555,63.94285714285714,0
A00117,Maracanaú,Não informado,Instagram,10,89.74358974358975,53.174,55.85,0
A00118,Sobral,Pública,Instagram,8,77.96610169491525,58.744166666666665,56.0625,0
A00119,Aquiraz,Pública,Feira escolar,9,90.76923076923077,67.94857142857143,50.63333333333333,0
A00120,Maracanaú,Federal,WhatsApp,25,78.53403141361257,60.44318181818182,61.071999999999996,1
A00121,Aquiraz,Federal,Google,11,83.33333333333334,64.11,53.445454545454545,0
A00122,Aquiraz,Não informado,Instagram,10,87.65432098765432,66.88235294117646,60.64,0
A00123,Maracanaú,Federal,Instagram,10,84.28571428571429,58.52307692307693,56.260000000000005,0
A00124,Maracanaú,Não informado,Instagram,8,82.45614035087719,60.46777777777778,56.675,1
A00125,Fortaleza,Privada,Não informado,16,86.92307692307692,65.71724137931034,64.58125,0
A00126,Maracanaú,Não informado,Instagram,10,93.05555555555556,66.8935294117647,60.510000000000005,0
A00127,Juazeiro do Norte,Federal,Feira escolar,11,85.18518518518519,64.495,54.74545454545455,0
A00128,Maracanaú,Federal,Instagram,9,85.8974358974359,46.12227272727273,58.91111111111112,0
A00129,Itapipoca,Não informado,Não informado,27,83.73205741626795,62.6935294117647,57.44444444444444,1
A00130,Maracanaú,Pública,Google,9,83.09859154929578,62.593333333333334,48.044444444444444,1
A00131,Aquiraz,Não informado,Não informado,9,85.0,63.04294117647059,55.25555555555556,0
A00132,Sobral,Pública,Instagram,10,91.66666666666666,64.39259259259259,57.9,1
A00133,Pacatuba,Não informado,Instagram,17,85.07462686567165,54.73863636363637,57.48823529411764,1
A00134,Maracanaú,Privada,Indicação,16,87.2,59.93114285714286,63.25625,0
A00135,Eusébio,Pública,Não informado,8,76.05633802816901,59.445,54.025,0
A00136,Crato,Não informado,Feira escolar,7,82.0,55.685625,51.771428571428565,0
A00137,Itapipoca,Privada,Instagram,10,88.31168831168831,63.589642857142856,50.230000000000004,1
A00138,Fortaleza,Não informado,Instagram,19,83.125,61.105312500000004,57.6,0
A00139,Pacatuba,Não informado,Instagram,20,86.8421052631579,69.02757575757575,59.120000000000005,0
A00140,Fortaleza,Não informado,Instagram,19,85.2112676056338,62.37716981132076,52.747368421052634,0
A00141,Fortaleza,Pública,Google,8,84.84848484848484,57.048846153846156,55.900000000000006,0
A00142,Caucaia,Pública,WhatsApp,7,87.93103448275862,65.52666666666667,60.800000000000004,0
A00143,Sobral,Privada,Não informado,17,86.61417322834646,64.40551724137931,56.89411764705882,0
A00144,Itapipoca,Privada,Feira escolar,28,83.26530612244898,63.118983050847454,58.71071428571429,1
A00145,Maracanaú,Pública,Indicação,16,89.0625,63.88321428571429,58.525,0
A00146,Aquiraz,Federal,Não informado,10,91.13924050632912,58.545,66.96000000000001,0
A00147,Fortaleza,Não informado,Feira escolar,7,86.79245283018868,58.209523809523816,64.17142857142856,0
A00148,Eusébio,Pública,Feira escolar,9,81.33333333333333,65.50458333333334,59.64444444444444,1
A00149,Crato,Pública,Instagram,10,79.74683544303798,51.52625,63.779999999999994,1
A00150,Caucaia,Privada,Feira escolar,9,78.2051282051282,66.4125925925926,53.97777777777778,0
A00151,Itapipoca,Não informado,Feira escolar,7,93.47826086956522,54.70705882352941,53.285714285714285,0
A00152,Maracanaú,Privada,Instagram,21,84.30232558139535,63.50206896551724,58.671428571428564,1
A00153,Eusébio,Privada,Google,8,84.12698412698413,60.33294117647059,56.325,0
A00154,Aquiraz,Não informado,Instagram,7,89.79591836734694,62.86526315789474,52.48571428571429,0
A00155,Itapipoca,Não informado,Indicação,8,87.5,62.959583333333335,51.9625,0
A00156,Maracanaú,Privada,Não informado,7,87.03703703703704,64.5078947368421,65.32857142857144,1
A00157,Fortaleza,Privada,Instagram,7,79.16666666666666,64.74388888888889,56.08571428571429,1
A00158,Fortaleza,Pública,Instagram,11,87.8048780487805,59.34444444444445,58.93636363636363,1
A00159,Maracanaú,Pública,Instagram,17,84.05797101449275,61.21888888888889,52.911764705882355,0
A00160,Crato,Pública,Não informado,8,84.21052631578947,56.720625,59.2625,0
A00161,Fortaleza,Federal,Feira escolar,8,87.87878787878788,59.6725,56.3375,0
A00162,Aquiraz,Não informado,Indicação,19,85.25641025641025,60.6425,54.95789473684211,1
A00163,Sobral,Federal,Feira escolar,10,79.56989247311827,59.70055555555555,52.08,0
A00164,Itapipoca,Não informado,Google,7,86.15384615384616,65.46052631578948,54.82857142857143,0
A00165,Horizonte,Privada,Google,9,86.48648648648648,60.36684210526316,67.25555555555556,0
A00166,Sobral,Não informado,Instagram,9,87.17948717948718,67.325,67.02222222222223,0
A00167,Sobral,Não informado,Google,9,92.64705882352942,58.07115384615384,58.888888888888886,0
A00168,Caucaia,Pública,Feira escolar,18,87.76978417266187,62.28171428571429,61.611111111111114,0
A00169,Itapipoca,Pública,Indicação,10,83.54430379746836,60.48454545454546,57.279999999999994,0
A00170,Maracanaú,Não informado,Feira escolar,7,76.36363636363637,65.25375,59.771428571428565,0
A00171,Maracanaú,Não informado,Indicação,7,82.6923076923077,62.75052631578947,65.44285714285714,1
A00172,Maracanaú,Não informado,Indicação,11,75.5813953488372,60.699285714285715,52.71818181818182,0
A00173,Maracanaú,Federal,Não informado,8,87.5,68.325,52.5875,1
A00174,Eusébio,Pública,WhatsApp,11,83.72093023255815,60.63258064516129,59.690909090909095,0
A00175,Horizonte,Federal,WhatsApp,16,86.0655737704918,57.75435897435898,61.78125,1
A00176,Fortaleza,Não informado,Feira escolar,7,91.48936170212765,60.357200000000006,54.471428571428575,1
A00177,Horizonte,Privada,Instagram,17,80.45112781954887,62.24121212121212,52.858823529411765,1
A00178,Fortaleza,Não informado,Feira escolar,10,90.2439024390244,56.188235294117646,48.44,0
A00179,Aquiraz,Privada,Indicação,8,81.81818181818183,66.0968,56.612500000000004,0
A00180,Caucaia,Pública,Indicação,11,82.02247191011236,64.90941176470588,52.97272727272727,0
A00181,Fortaleza,Pública,Não informado,8,81.94444444444444,59.4604,51.2375,1
A00182,Maracanaú,Pública,Google,11,82.27848101265823,65.48928571428571,62.09090909090909,1
A00183,Eusébio,Pública,WhatsApp,8,86.3013698630137,61.67666666666666,56.025,0
A00184,Crato,Pública,WhatsApp,7,86.0,63.655454545454546,54.89999999999999,0
A00185,Sobral,Não informado,Google,18,85.12396694214877,59.96645161290323,54.72222222222222,1
A00186,Maracanaú,Não informado,Instagram,11,86.04651162790698,64.77692307692308,55.654545454545456,0
A00187,Pacatuba,Privada,Indicação,10,86.74698795180723,59.14045454545454,64.31,1
A00188,Fortaleza,Federal,Indicação,10,84.88372093023256,55.858823529411765,58.5,0
A00189,Juazeiro do Norte,Privada,Instagram,17,79.52755905511812,57.59615384615385,59.42941176470589,0
A00190,Sobral,Privada,Não informado,11,84.94623655913979,59.596875,59.85454545454545,0
A00191,Maracanaú,Privada,Google,9,79.1044776119403,62.677083333333336,55.65555555555555,0
A00192,Aquiraz,Não informado,Feira escolar,11,83.54430379746836,59.81894736842105,54.2,0
A00193,Caucaia,Não informado,Instagram,9,86.76470588235294,72.62090909090908,60.022222222222226,1
A00194,Horizonte,Não informado,Instagram,19,85.97560975609755,60.24258064516129,63.584210526315786,0
A00195,Itapipoca,Não informado,WhatsApp,8,83.33333333333334,58.955652173913045,56.675,0
A00196,Pacatuba,Não informado,Google,8,84.28571428571429,65.59538461538462,59.1125,0
A00197,Eusébio,Privada,Feira escolar,7,88.46153846153845,65.31238095238095,65.88571428571429,1
A00198,Fortaleza,Privada,Indicação,10,80.51948051948052,60.42368421052631,62.970000000000006,0
A00199,Caucaia,Pública,Feira escolar,11,87.5,65.904,62.627272727272725,1
A00200,Pacatuba,Pública,Google,9,86.76470588235294,68.24894736842106,55.077777777777776,0
A00201,Sobral,Privada,Instagram,30,82.5910931174089,60.62,59.82666666666667,1
A00202,Fortaleza,Federal,WhatsApp,22,83.13953488372093,61.693333333333335,56.24090909090909,1
A00203,Maracanaú,Privada,Feira escolar,11,83.69565217391305,59.57142857142857,55.690909090909095,0
A00204,Pacatuba,Privada,Google,10,80.3030303030303,59.03846153846154,51.69,0
A00205,Itapipoca,Não informado,WhatsApp,8,85.18518518518519,62.297777777777775,53.7375,0
A00206,Pacatuba,Pública,Indicação,17,83.33333333333334,63.17344827586207,61.64117647058824,1
A00207,Fortaleza,Privada,Google,8,85.07462686567165,64.25,58.1625,0
A00208,Fortaleza,Não informado,Google,17,87.4074074074074,61.4615625,59.55294117647059,0
A00209,Horizonte,Pública,Google,28,79.66101694915254,62.06924528301887,58.557142857142864,1
A00210,Eusébio,Privada,Instagram,10,85.13513513513513,61.216842105263154,65.51,0
A00211,Fortaleza,Privada,Não informado,8,93.44262295081968,61.702173913043474,51.05,1
A00212,Eusébio,Privada,Indicação,9,80.0,61.281290322580645,57.900000000000006,0
A00213,Sobral,Federal,Indicação,21,78.14207650273224,64.40354838709678,60.77142857142857,0
A00214,Caucaia,Pública,Instagram,7,83.92857142857143,59.5875,57.38571428571429,1
A00215,Pacatuba,Pública,Não informado,11,82.6923076923077,62.706,57.82727272727273,0
A00216,Pacatuba,Não informado,Indicação,10,88.1578947368421,59.02966666666667,62.010000000000005,1
A00217,Fortaleza,Não informado,Instagram,8,82.85714285714286,58.966,57.7375,0
A00218,Aquiraz,Pública,Feira escolar,9,81.53846153846153,66.84368421052632,60.888888888888886,0
A00219,Fortaleza,Pública,Google,18,80.3921568627451,65.93428571428572,64.98888888888888,0
A00220,Sobral,Privada,WhatsApp,8,93.22033898305084,61.266666666666666,56.6125,1
A00221,Caucaia,Não informado,Não informado,7,88.67924528301887,67.011,52.785714285714285,0
A00222,Caucaia,Federal,WhatsApp,21,83.04093567251462,62.059230769230766,57.76190476190476,0
A00223,Fortaleza,Privada,Instagram,10,86.58536585365853,69.12055555555555,65.71000000000001,1
A00224,Horizonte,Não informado,Instagram,20,84.76821192052981,61.027878787878784,58.435,1
A00225,Maracanaú,Pública,Google,17,84.12698412698413,58.269411764705886,60.98235294117647,0
A00226,Horizonte,Privada,Indicação,26,82.71028037383178,64.58934782608696,57.93846153846154,1
A00227,Fortaleza,Privada,Instagram,7,86.27450980392157,60.15238095238095,59.785714285714285,1
A00228,Crato,Privada,Instagram,11,86.66666666666667,63.23538461538462,61.67272727272727,0
A00229,Eusébio,Privada,Instagram,6,74.46808510638297,64.42896551724138,60.199999999999996,0
A00230,Fortaleza,Privada,WhatsApp,8,85.48387096774194,63.292857142857144,61.9875,1
A00231,Pacatuba,Federal,Feira escolar,11,84.21052631578947,56.14666666666667,60.654545454545456,0
A00232,Maracanaú,Federal,Instagram,31,82.66129032258065,61.74842105263158,60.251612903225805,1
A00233,Fortaleza,Privada,Não informado,10,87.32394366197182,55.45076923076923,61.589999999999996,0
A00234,Caucaia,Federal,Feira escolar,11,78.72340425531915,60.299,64.02727272727272,0
A00235,Maracanaú,Federal,Feira escolar,7,81.81818181818183,71.72727272727273,59.15714285714285,0
A00236,Maracanaú,Federal,Google,21,87.1951219512195,64.08129032258064,53.60476190476191,0
A00237,Maracanaú,Privada,Indicação,11,83.11688311688312,65.84423076923078,55.08181818181818,0
A00238,Eusébio,Federal,Indicação,11,79.76190476190477,62.291666666666664,54.82727272727273,1
A00239,Fortaleza,Não informado,Feira escolar,8,90.66666666666666,56.31666666666666,57.075,1
A00240,Horizonte,Federal,Instagram,19,85.88957055214725,62.616279069767444,53.43684210526315,0
A00241,Fortaleza,Federal,WhatsApp,11,90.9090909090909,65.97724137931034,57.445454545454545,0
A00242,Aquiraz,Federal,Indicação,7,91.37931034482759,56.1052380952381,59.114285714285714,0
A00243,Caucaia,Não informado,Feira escolar,7,78.18181818181819,60.49047619047619,55.785714285714285,0
A00244,Eusébio,Privada,Instagram,9,81.81818181818183,58.54076923076923,53.166666666666664,0
A00245,Fortaleza,Pública,Instagram,11,80.0,59.858823529411765,56.38181818181818,0
A00246,Eusébio,Pública,Indicação,7,81.35593220338984,63.2025,65.27142857142857,0
A00247,Fortaleza,Privada,Não informado,15,88.98305084745762,60.030625,54.3,1
A00248,Caucaia,Privada,WhatsApp,9,76.31578947368422,63.089629629629634,58.62222222222223,0
A00249,Juazeiro do Norte,Privada,Não informado,19,82.11920529801324,63.46933333333333,58.531578947368416,0
A00250,Itapipoca,Privada,Não informado,29,83.710407239819,61.45283333333334,59.5551724137931,1
A00251,Pacatuba,Federal,Indicação,9,84.93150684931507,63.594,51.988888888888894,1
A00252,Aquiraz,Federal,Instagram,9,85.91549295774648,56.580000000000005,56.3111111111111,1
A00253,Juazeiro do Norte,Federal,Feira escolar,7,91.37931034482759,48.89866666666667,53.871428571428574,0
A00254,Fortaleza,Privada,Instagram,8,83.33333333333334,62.10125,59.1,1
A00255,Maracanaú,Pública,Instagram,6,86.36363636363636,63.49375,51.4,0
A00256,Fortaleza,Pública,WhatsApp,18,87.21804511278195,58.73230769230769,62.099999999999994,0
A00257,Eusébio,Privada,Instagram,10,86.58536585365853,62.04136363636364,61.45,0
A00258,Fortaleza,Não informado,WhatsApp,8,82.53968253968253,64.39571428571428,54.975,0
A00259,Fortaleza,Federal,Google,7,81.35593220338984,65.87722222222222,60.285714285714285,1
A00260,Aquiraz,Pública,Google,10,81.81818181818183,70.28615384615385,62.23,1
A00261,Eusébio,Não informado,Instagram,9,79.1044776119403,64.345,52.02222222222222,0
A00262,Eusébio,Privada,Instagram,7,83.33333333333334,63.8776,59.57142857142857,1
A00263,Sobral,Privada,Feira escolar,11,76.47058823529412,66.20166666666665,57.14545454545455,1
A00264,Fortaleza,Federal,Não informado,11,82.92682926829268,65.425,50.93636363636363,0
A00265,Horizonte,Federal,Feira escolar,22,84.30232558139535,58.567419354838705,57.622727272727275,1
A00266,Pacatuba,Federal,Indicação,9,78.87323943661971,60.33157894736842,53.922222222222224,0
A00267,Itapipoca,Privada,WhatsApp,19,88.0794701986755,66.56216216216217,55.17368421052631,0
A00268,Horizonte,Privada,Indicação,8,86.36363636363636,62.80620689655173,59.15,0
A00269,Maracanaú,Privada,Não informado,10,82.5,63.330000000000005,60.86,0
A00270,Juazeiro do Norte,Privada,WhatsApp,11,88.31168831168831,60.677058823529414,53.31818181818182,1
A00271,Fortaleza,Pública,WhatsApp,16,88.28828828828829,59.925666666666665,52.7625,0
A00272,Maracanaú,Privada,Instagram,9,81.81818181818183,64.49684210526316,60.3111111111111,0
A00273,Eusébio,Pública,Não informado,8,90.0,60.02066666666667,62.9375,1
A00274,Eusébio,Pública,Feira escolar,11,83.75,60.211875,52.36363636363637,1
A00275,Fortaleza,Privada,Google,19,87.5,58.15384615384615,61.88947368421053,1
A00276,Eusébio,Privada,Não informado,10,80.26315789473685,56.02307692307692,57.31,1
A00277,Maracanaú,Pública,Não informado,10,86.66666666666667,66.24615384615385,57.31,1
A00278,Maracanaú,Pública,Feira escolar,9,86.56716417910447,58.540000000000006,61.84444444444445,0
A00279,Maracanaú,Privada,Não informado,9,86.11111111111111,67.02666666666667,48.144444444444446,1
A00280,Fortaleza,Pública,Indicação,10,85.0,58.71727272727273,50.88,0
A00281,Juazeiro do Norte,Privada,Não informado,9,89.55223880597015,67.95533333333333,52.888888888888886,0
A00282,Maracanaú,Federal,Feira escolar,10,78.04878048780488,63.59958333333333,55.86,0
A00283,Maracanaú,Pública,Não informado,30,81.6,62.26333333333333,54.91,1
A00284,Itapipoca,Privada,Instagram,9,86.48648648648648,59.36666666666666,56.666666666666664,0
A00285,Juazeiro do Norte,Privada,Instagram,9,82.5,62.538947368421056,56.955555555555556,0
A00286,Sobral,Federal,Não informado,7,81.35593220338984,73.796,61.042857142857144,1
A00287,Eusébio,Privada,Não informado,10,79.03225806451613,52.574999999999996,52.67999999999999,0
A00288,Fortaleza,Pública,Instagram,18,82.26950354609929,58.12425925925926,60.13333333333334,1
A00289,Itapipoca,Não informado,Não informado,10,89.87341772151899,64.0326923076923,56.279999999999994,0
A00290,Crato,Pública,Instagram,9,85.71428571428571,67.54882352941176,57.72222222222222,0
A00291,Fortaleza,Federal,Instagram,8,85.13513513513513,65.9892,54.75,0
A00292,Itapipoca,Não informado,Google,8,84.12698412698413,55.26294117647059,68.1,0
A00293,Crato,Pública,Não informado,10,90.0,58.587391304347825,62.85,0
A00294,Crato,Privada,Feira escolar,9,78.2051282051282,69.41652173913043,57.833333333333336,1
A00295,Caucaia,Não informado,WhatsApp,8,85.5072463768116,65.07066666666667,54.137499999999996,0
A00296,Sobral,Privada,Instagram,18,84.31372549019608,66.57317073170732,56.666666666666664,0
A00297,Itapipoca,Pública,Indicação,8,81.63265306122449,58.118,44.475,1
A00298,Pacatuba,Privada,Não informado,8,95.0,61.70625,53.3,1
A00299,Fortaleza,Privada,Instagram,10,84.70588235294117,63.40095238095238,65.78999999999999,1
A00300,Aquiraz,Pública,Não informado,11,82.79569892473118,56.402272727272724,51.18181818181818,1
