aluno_id,propensao,segmento,aprovado
A00258,0.21238275803137827,Baixa propensão,0
A00259,0.24193943525730216,Baixa propensão,1
A00260,0.3275063434033956,Média propensão,1
A00261,0.2523513386589441,Baixa propensão,0
A00262,0.24891601552760012,Baixa propensão,1
A00263,0.36905239073233514,Média propensão,1
A00264,0.3317203597937593,Média propensão,0
A00265,0.6436296837735342,Alta propensão,1
A00266,0.3188899063977758,Média propensão,0
A00267,0.4982006892835066,Alta propensão,0
A00268,0.35312428275177055,Média propensão,0
A00269,0.39324958888325756,Alta propensão,0
A00270,0.30845932250844854,Média propensão,1
A00271,0.4155549401681622,Alta propensão,0
A00272,0.2912752704849626,Baixa propensão,0
A00273,0.34121472814392245,Média propensão,1
A00274,0.3633838233489135,Média propensão,1
A00275,0.6436067497959387,Alta propensão,1
A00276,0.41470379728691137,Alta propensão,1
A00277,0.35258037804117665,Média propensão,1
A00278,0.34222033199374885,Média propensão,0
A00279,0.32529174167715164,Média propensão,1
A00280,0.3795190028261045,Média propensão,0
A00281,0.33344578354967164,Média propensão,0
A00282,0.298618549514965,Baixa propensão,0
A00283,0.8379631724189075,Alta propensão,1
A00284,0.30423609725521905,Média propensão,0
A00285,0.2917262365624567,Baixa propensão,0
A00286,0.23284127569853044,Baixa propensão,1
A00287,0.41770156386278884,Alta propensão,0
A00288,0.5307482337992026,Alta propensão,1
A00289,0.356388176216698,Média propensão,0
A00290,0.25797254941655046,Baixa propensão,0
A00291,0.2111097085124523,Baixa propensão,0
A00292,0.3470416903720863,Média propensão,0
A00293,0.398381045288204,Alta propensão,0
A00294,0.3091175717811047,Média propensão,1
A00295,0.20988213594650143,Baixa propensão,0
A00296,0.5096341663926376,Alta propensão,0
A00297,0.3160343810871906,Média propensão,1
A00298,0.3362731372632782,Média propensão,1
A00299,0.33188083930678436,Média propensão,1
A00300,0.4032688620852922,Alta propensão,1
A00301,0.2511956361903243,Baixa propensão,0
A00302,0.24883863093551345,Baixa propensão,0
A00303,0.4521414538968485,Alta propensão,1
A00304,0.673280514429627,Alta propensão,1
A00305,0.4017582640020755,Alta propensão,1
A00306,0.337522779118095,Média propensão,0
A00307,0.35161187963739077,Média propensão,0
A00308,0.32650632727206963,Média propensão,0
A00309,0.33013938321064595,Média propensão,0
A00310,0.32831357748237444,Média propensão,1
A00311,0.5420647119132425,Alta propensão,0
A00312,0.3792317973928819,Média propensão,0
A00313,0.6356102251108686,Alta propensão,1
A00314,0.3178946343620318,Média propensão,0
A00315,0.48168800562858516,Alta propensão,0
A00316,0.3329033966129517,Média propensão,1
A00317,0.5832357682366686,Alta propensão,0
A00318,0.3570811972499442,Média propensão,0
A00319,0.22838524831642346,Baixa propensão,0
A00320,0.2861945866937388,Baixa propensão,0
A00321,0.2926637516234857,Baixa propensão,0
A00322,0.36858093241265427,Média propensão,0
A00323,0.3296401274473491,Média propensão,1
A00324,0.6741016149525272,Alta propensão,0
A00325,0.40613617803856017,Alta propensão,1
A00326,0.5890788161090222,Alta propensão,0
A00327,0.24604017208424808,Baixa propensão,0
A00328,0.5535046746116155,Alta propensão,0
A00329,0.6213356627928178,Alta propensão,0
A00330,0.2746154923338679,Baixa propensão,0
A00331,0.337640533477582,Média propensão,1
A00332,0.4123001075758089,Alta propensão,0
A00333,0.3244598967091051,Média propensão,1
A00334,0.24073089488120317,Baixa propensão,0
A00335,0.3441739418331009,Média propensão,0
A00336,0.41700834773632983,Alta propensão,0
A00337,0.2642855125707619,Baixa propensão,0
A00338,0.45400109685832124,Alta propensão,0
A00339,0.43276451379776854,Alta propensão,0
A00340,0.36812885005668233,Média propensão,1
A00341,0.32867696347761033,Média propensão,0
A00342,0.27391806822243064,Baixa propensão,0
A00343,0.5688397413116378,Alta propensão,0
A00344,0.4746172117191517,Alta propensão,0
A00345,0.2848177549608475,Baixa propensão,0
A00346,0.5766959141118879,Alta propensão,0
A00347,0.2298856921797129,Baixa propensão,0
A00348,0.2819047556155492,Baixa propensão,0
A00349,0.5549830020134441,Alta propensão,1
A00350,0.2291348210030031,Baixa propensão,0
A00351,0.2610895596469327,Baixa propensão,0
A00352,0.2809913532218298,Baixa propensão,1
A00353,0.2707063086647202,Baixa propensão,0
A00354,0.3694122626645119,Média propensão,0
A00355,0.553822571411633,Alta propensão,1
A00356,0.2800058189714009,Baixa propensão,1
A00357,0.514794756062645,Alta propensão,1
A00358,0.3101643577479501,Média propensão,0
A00359,0.336411438437498,Média propensão,0
A00360,0.31083627228292027,Média propensão,0
A00361,0.2764464751705709,Baixa propensão,0
A00362,0.2656528993830871,Baixa propensão,0
A00363,0.4750569998764332,Alta propensão,1
A00364,0.34001908189912655,Média propensão,1
A00365,0.3891384897645878,Alta propensão,0
A00366,0.2634547675238828,Baixa propensão,0
A00367,0.3234543288401324,Média propensão,1
A00368,0.3191572182651304,Média propensão,1
A00369,0.23174356097848473,Baixa propensão,1
A00370,0.6007955622788306,Alta propensão,1
A00371,0.3097412367756977,Média propensão,0
A00372,0.35072858097888443,Média propensão,0
A00373,0.33084094914595974,Média propensão,0
A00374,0.2785025646012969,Baixa propensão,0
A00375,0.33837580615836044,Média propensão,1
A00376,0.2545283633038493,Baixa propensão,0
A00377,0.29377289146697483,Baixa propensão,1
A00378,0.33376537440690474,Média propensão,0
A00379,0.328658567832377,Média propensão,1
A00380,0.21937336359003773,Baixa propensão,0
A00381,0.2818096024141293,Baixa propensão,1
A00382,0.39039244268942985,Alta propensão,1
A00383,0.5390981346429039,Alta propensão,1
A00384,0.24864557114413455,Baixa propensão,0
A00385,0.2596953851352735,Baixa propensão,1
A00386,0.5232171431961861,Alta propensão,1
A00387,0.4388516615779663,Alta propensão,1
A00388,0.47176567165316513,Alta propensão,1
A00389,0.47810149560307413,Alta propensão,1
A00390,0.5840043788671601,Alta propensão,1
A00391,0.2918248776958261,Baixa propensão,1
A00392,0.40641490621524373,Alta propensão,0
A00393,0.3503806567328549,Média propensão,0
A00394,0.3305846141562597,Média propensão,1
A00395,0.5233363540714678,Alta propensão,0
A00396,0.6281863644068932,Alta propensão,0
A00397,0.2949083037969846,Baixa propensão,1
A00398,0.4407446039023882,Alta propensão,1
A00399,0.36833278203797765,Média propensão,0
A00400,0.2769242190702938,Baixa propensão,0
A00401,0.3634197933688424,Média propensão,0
A00402,0.37899829043966277,Média propensão,0
A00403,0.21657884175917005,Baixa propensão,0
A00404,0.20865416434274495,Baixa propensão,1
A00405,0.4083911400963582,Alta propensão,0
A00406,0.3102032531334838,Média propensão,0
A00407,0.4183440650541739,Alta propensão,0
A00408,0.5491486062281311,Alta propensão,1
A00409,0.27999424122749483,Baixa propensão,0
A00410,0.6054471411435037,Alta propensão,0
A00411,0.2490633450890264,Baixa propensão,0
A00412,0.3116489131239461,Média propensão,0
A00413,0.3043210425396301,Média propensão,1
A00414,0.5406118279851616,Alta propensão,1
A00415,0.25510942074998477,Baixa propensão,0
A00416,0.332802691757147,Média propensão,1
A00417,0.3877210875941862,Alta propensão,1
A00418,0.31271344673114304,Média propensão,0
A00419,0.5039896156066398,Alta propensão,0
A00420,0.27281390416015033,Baixa propensão,0
A00421,0.5481764918448145,Alta propensão,1
A00422,0.3075518523298943,Média propensão,1
A00423,0.5268389808729459,Alta propensão,1
A00424,0.3863907056466247,Alta propensão,1
A00425,0.29977410865193044,Baixa propensão,0
A00426,0.23037218993000808,Baixa propensão,0
A00427,0.2830351438329734,Baixa propensão,0
A00428,0.35208787318727636,Média propensão,0
A00429,0.3583787316564753,Média propensão,0
A00430,0.3115645753688482,Média propensão,0
A00431,0.7791743645511233,Alta propensão,1
A00432,0.3590626854228119,Média propensão,0
A00433,0.6632090629384944,Alta propensão,1
A00434,0.36204928150978716,Média propensão,0
A00435,0.532969446221599,Alta propensão,0
A00436,0.2445787160615448,Baixa propensão,0
A00437,0.3618236527800661,Média propensão,0
A00438,0.30269172053031856,Média propensão,0
A00439,0.4485116698625742,Alta propensão,1
A00440,0.5700883306289307,Alta propensão,0
A00441,0.3185344842177734,Média propensão,0
A00442,0.6927139004066524,Alta propensão,0
A00443,0.6290160911123438,Alta propensão,1
A00444,0.3092587315668362,Média propensão,1
A00445,0.3124329414641588,Média propensão,1
A00446,0.3889561898894931,Alta propensão,0
A00447,0.29978321677170405,Baixa propensão,0
A00448,0.2154806759962534,Baixa propensão,0
A00449,0.29401046257475544,Baixa propensão,1
A00450,0.3885036175038756,Alta propensão,1
A00451,0.435474270846914,Alta propensão,1
A00452,0.29289990172803904,Baixa propensão,0
A00453,0.605160785626119,Alta propensão,0
A00454,0.2667647701112169,Baixa propensão,0
A00455,0.27547398697842873,Baixa propensão,0
A00456,0.29574017087211707,Baixa propensão,1
A00457,0.3061952805354081,Média propensão,0
A00458,0.37087288356453724,Média propensão,0
A00459,0.44947153753282365,Alta propensão,1
A00460,0.21953717103991774,Baixa propensão,0
A00461,0.40262885420102507,Alta propensão,0
A00462,0.2695598387274396,Baixa propensão,0
A00463,0.26181887771348783,Baixa propensão,0
A00464,0.29258248112924407,Baixa propensão,0
A00465,0.5201968288620634,Alta propensão,1
A00466,0.36799968374025,Média propensão,0
A00467,0.2751546931202472,Baixa propensão,1
A00468,0.291431882771208,Baixa propensão,0
A00469,0.37507830978324885,Média propensão,1
A00470,0.8401344320496672,Alta propensão,1
A00471,0.5167748344040968,Alta propensão,0
A00472,0.4925137709257598,Alta propensão,0
A00473,0.3063119650101821,Média propensão,1
A00474,0.29920801160475696,Baixa propensão,0
A00475,0.4237649456660801,Alta propensão,0
A00476,0.23384937455442953,Baixa propensão,1
A00477,0.3456667713947521,Média propensão,1
A00478,0.3120267939633811,Média propensão,0
A00479,0.28593977923986535,Baixa propensão,0
A00480,0.2772892180444022,Baixa propensão,1
A00481,0.5147078806405603,Alta propensão,1
A00482,0.37064691261683835,Média propensão,0
A00483,0.33062309411688057,Média propensão,0
A00484,0.3845773794129977,Alta propensão,0
A00485,0.38527029737907054,Alta propensão,1
A00486,0.3635535644523055,Média propensão,0
A00487,0.2691941712874317,Baixa propensão,1
A00488,0.2544124168701111,Baixa propensão,1
A00489,0.22204510339692943,Baixa propensão,1
A00490,0.5797346725199559,Alta propensão,0
A00491,0.3488270562857325,Média propensão,1
A00492,0.6386509466880432,Alta propensão,1
A00493,0.251833160592521,Baixa propensão,0
A00494,0.2557468050853259,Baixa propensão,0
A00495,0.32404610145438656,Média propensão,0
A00496,0.27981200924258615,Baixa propensão,0
A00497,0.2969628098991925,Baixa propensão,1
A00498,0.24008401125879592,Baixa propensão,0
A00499,0.31896906212493326,Média propensão,1
A00500,0.33860593754945756,Média propensão,1
A00501,0.23754398097466806,Baixa propensão,0
A00502,0.372965495140242,Média propensão,0
A00503,0.2676710056632133,Baixa propensão,0
A00504,0.42526239279474404,Alta propensão,1
A00505,0.3188451249311564,Média propensão,0
A00506,0.3867272750503378,Alta propensão,1
A00507,0.6511101946658758,Alta propensão,1
A00508,0.3557957056503109,Média propensão,0
A00509,0.5550636362037306,Alta propensão,1
A00510,0.2758728705983438,Baixa propensão,0
A00511,0.6496704239457902,Alta propensão,0
A00512,0.28441373650064367,Baixa propensão,1
A00513,0.40176430866109647,Alta propensão,0
A00514,0.4569800375836628,Alta propensão,0
A00515,0.29781256406058026,Baixa propensão,0
A00516,0.4258086721340923,Alta propensão,0
A00517,0.2967503547092264,Baixa propensão,0
A00518,0.7818776526358061,Alta propensão,1
A00519,0.3631497297126385,Média propensão,1
A00520,0.5321426106609749,Alta propensão,1
A00521,0.22731496932686282,Baixa propensão,0
A00522,0.5983594907221411,Alta propensão,1
A00523,0.45452640031742153,Alta propensão,0
A00524,0.2828120372466193,Baixa propensão,1
A00525,0.5997230434481581,Alta propensão,1
A00526,0.4232052469298772,Alta propensão,0
A00527,0.44007007371827117,Alta propensão,0
A00528,0.3651579827789928,Média propensão,1
A00529,0.3677636764187759,Média propensão,0
A00530,0.3925727718873449,Alta propensão,1
A00531,0.8203251119124227,Alta propensão,1
A00532,0.3921781757831109,Alta propensão,0
A00533,0.33073604561086195,Média propensão,0
A00534,0.25831798479093954,Baixa propensão,1
A00535,0.27352362771351724,Baixa propensão,0
A00536,0.19267190124713804,Baixa propensão,1
A00537,0.36870145467506826,Média propensão,0
A00538,0.3278281918448869,Média propensão,0
A00539,0.29784720317854274,Baixa propensão,1
A00540,0.298330997438422,Baixa propensão,0
A00541,0.2047044714371338,Baixa propensão,1
A00542,0.39755999116824225,Alta propensão,0
A00543,0.21269317200242877,Baixa propensão,0
A00544,0.6503154085242887,Alta propensão,0
A00545,0.2506683970071799,Baixa propensão,0
A00546,0.3666850072453238,Média propensão,0
A00547,0.33603233350813355,Média propensão,1
A00548,0.28427621188395463,Baixa propensão,0
A00549,0.3358810653931719,Média propensão,0
A00550,0.33982291038053153,Média propensão,0
A00551,0.37595533204574566,Média propensão,1
A00552,0.3531619697378276,Média propensão,0
A00553,0.8236050553226115,Alta propensão,1
A00554,0.3352514175718506,Média propensão,0
A00555,0.42082397112353154,Alta propensão,0
A00556,0.28848692601023507,Baixa propensão,1
A00557,0.2816705918468695,Baixa propensão,0
A00558,0.3523179091087894,Média propensão,1
A00559,0.49765734622507407,Alta propensão,0
A00560,0.4108632486564176,Alta propensão,0
A00561,0.3463659287995312,Média propensão,0
A00562,0.33934837956100256,Média propensão,0
A00563,0.33826409935759405,Média propensão,0
A00564,0.30222069304028953,Média propensão,0
A00565,0.26701086377733513,Baixa propensão,0
A00566,0.29395777569860737,Baixa propensão,0
A00567,0.30870820864174864,Média propensão,1
A00568,0.399392299155784,Alta propensão,0
A00569,0.2747178988978058,Baixa propensão,0
A00570,0.1998502548647704,Baixa propensão,0
A00571,0.8368239601729996,Alta propensão,0
A00572,0.31452620869312387,Média propensão,0
A00573,0.37478442511028404,Média propensão,0
A00574,0.2743928691128868,Baixa propensão,0
A00575,0.513069162883585,Alta propensão,1
A00576,0.2771515131991612,Baixa propensão,0
A00577,0.3786233439159376,Média propensão,1
A00578,0.30137435936417917,Média propensão,0
A00579,0.32788676323671306,Média propensão,0
A00580,0.2868484197670461,Baixa propensão,1
A00581,0.3572221239164369,Média propensão,1
A00582,0.3088068389827155,Média propensão,1
A00583,0.3660355198141105,Média propensão,0
A00584,0.28256605744323454,Baixa propensão,0
A00585,0.29690026309345885,Baixa propensão,0
A00586,0.2896351259450092,Baixa propensão,0
A00587,0.27364923141701974,Baixa propensão,0
A00588,0.5629510283140929,Alta propensão,1
A00589,0.3868428589810852,Alta propensão,1
A00590,0.3139701698924681,Média propensão,0
A00591,0.3172213703825119,Média propensão,0
A00592,0.3045402062546741,Média propensão,1
A00593,0.6454473986589464,Alta propensão,1
A00594,0.3785495994959765,Média propensão,0
A00595,0.5215322641124502,Alta propensão,1
A00596,0.2634793008476162,Baixa propensão,1
A00597,0.34649020948604226,Média propensão,0
A00598,0.3806244412969731,Média propensão,1
A00599,0.3788467567980776,Média propensão,1
A00600,0.27308007341053286,Baixa propensão,1
A00601,0.6129322168749329,Alta propensão,0
A00602,0.29285925906509785,Baixa propensão,0
A00603,0.4606926820370971,Alta propensão,0
A00604,0.26697542322539825,Baixa propensão,0
A00605,0.2964064178372627,Baixa propensão,0
A00606,0.30706373140122806,Média propensão,0
A00607,0.21716483525950062,Baixa propensão,0
A00608,0.3436064671424644,Média propensão,1
A00609,0.37945434129849126,Média propensão,1
A00610,0.30772339127824344,Média propensão,0
A00611,0.28352704033227805,Baixa propensão,1
A00612,0.3467330936638392,Média propensão,1
A00613,0.23606742854322604,Baixa propensão,0
A00614,0.23867199629185548,Baixa propensão,1
A00615,0.7300473782955564,Alta propensão,1
A00616,0.24958322552745907,Baixa propensão,1
A00617,0.2775266104694301,Baixa propensão,0
A00618,0.34858762919700603,Média propensão,0
A00619,0.2618521685704608,Baixa propensão,0
A00620,0.3212973598423799,Média propensão,1
A00621,0.3307597113416958,Média propensão,0
A00622,0.20116309442793412,Baixa propensão,0
A00623,0.35272547217354705,Média propensão,1
A00624,0.8179382906497054,Alta propensão,1
A00625,0.7357577094624271,Alta propensão,1
A00626,0.27691105494551976,Baixa propensão,0
A00627,0.773080406685782,Alta propensão,0
A00628,0.5940369245983107,Alta propensão,1
A00629,0.40327771226354386,Alta propensão,0
A00630,0.4668162281130158,Alta propensão,1
A00631,0.2256975466511198,Baixa propensão,0
A00632,0.29962294295183617,Baixa propensão,0
A00633,0.40681837061822884,Alta propensão,1
A00634,0.3639779022599806,Média propensão,0
A00635,0.3915603312130402,Alta propensão,0
A00636,0.5492092019140599,Alta propensão,1
A00637,0.2699077468984474,Baixa propensão,0
